,project,dependencyProblems,nonDependencyProblems,cranDependencies,nonCranDependencies,createdAtMillis,descriptionChurn,sourceContributors,issueContributors,PRContributors,forksCount,watchersCount,starsCount,isCRAN,sourceLOC,soureceFiles,commentsCount,downstreamProjects,upstreamContributions,upstreamContributionsFraction,upstreamIssueContributions,upstreamIssueContributionsFraction,upstreamAllContributions,upstreamAllContributionsFraction,uniqueUsersAll,averageUpstreamVersion,averageUpstreamReleases,averageUpstreamAge
2482,christophergandrud_d3network,2,29,4,0,1371006234000,34,3,26,29,46,131,131,True,1319,10,663,44.0,0.0,0.0,2.0,0.03448275862068965,2.0,0.03448275862068965,29,1.3333333333333333,2.588652482269504,2553.0
2484,ropensci_rentrez,23,52,5,0,1329003864000,42,5,16,18,12,53,53,True,540,11,497,27.0,0.0,0.0,5.0,0.0925925925925926,5.0,0.0925925925925926,18,1.5,3.7609083747160983,1185.75
2486,zoonproject_modules,16,41,9,0,1407250846000,10,4,2,5,5,1,1,True,1496,42,1132,1.0,3.0,0.15,9.0,0.36,9.0,0.3,5,2.375,3.7637702998708593,1283.125
2487,samuel-rosa_spsann,0,11,5,0,1420577702000,44,2,1,2,2,0,0,True,2821,60,2792,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,2,1.6666666666666667,5.387325548455892,2250.333333333333
2489,wwbrannon_rstata,0,22,2,0,1439416363000,6,1,1,1,0,2,2,True,2732,13,347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4620573355817874,2372.0
2500,cboettig_multiple_uncertainty,0,4,2,0,1356656957000,27,1,1,1,0,1,1,False,189,5,38,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,2.4620573355817874,2372.0
2501,mkao006_sws_aupus,2,40,8,3,1412180402000,2,1,1,1,0,0,0,False,4620,147,2365,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1,3.0,2.6719996682846383,2372.0
2503,tjmahr_lookr,2,20,7,1,1367700722000,13,1,2,2,0,3,3,False,1302,21,1248,1.0,2.0,0.3333333333333333,4.0,0.3333333333333333,4.0,0.3333333333333333,2,1.8571428571428568,2.0171166122644597,2168.0
2507,ropengov_rwfs,1,1,6,0,1408506237000,13,3,2,3,0,1,1,False,274,6,129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,7.070813259311012,2591.0
2510,usgs-r_rainmaker,0,6,0,0,1405026537000,1,2,0,1,2,1,1,False,308,8,313,2.0,,,,,,,1,,,
2511,rje42_rje,0,3,2,1,1411220194000,5,1,1,1,0,0,0,True,744,41,1048,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.2328568213557927,1459.5
2514,jasdumas_shinygeo,28,40,14,4,1430441531000,5,3,3,3,5,5,5,False,2020,26,332,0.0,0.0,0.0,3.0,0.08333333333333333,3.0,0.0625,3,1.818181818181818,3.196835636593991,1865.111111111111
2516,lazappi_lazappi,0,3,1,0,1436238182000,4,1,0,1,0,0,0,False,169,5,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.003656307129798,547.0
2518,fawda123_ggord,4,2,7,1,1431186850000,17,1,4,4,6,10,10,False,236,1,259,0.0,0.0,0.0,1.0,0.0625,1.0,0.0625,4,2.2,2.0297388781431334,3035.4
2520,hansoleorka_skogr,0,1,1,0,1392650565000,1,2,2,2,0,0,0,False,253,14,170,0.0,,,,,,,2,6.0,2.889768574908648,1642.0
2523,guochunshen_sce,0,1,15,2,1350613587000,14,3,0,1,0,1,1,False,1974,55,1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.636363636363636,5.039539544385328,2737.0
2527,alexioannides_elasticsearchr,0,8,8,0,1426280719000,4,1,1,1,0,0,0,False,296,4,155,1.0,0.0,0.0,2.0,0.2857142857142857,2.0,0.2857142857142857,1,1.75,2.6193340404115766,1321.125
2528,mullefa_locallib,0,10,4,1,1433413062000,8,1,2,2,1,3,3,False,625,22,132,1.0,0.0,0.0,1.0,0.25,1.0,0.25,2,1.75,4.340666869671132,1323.0
2529,ijlyttle_httrplus,1,0,2,0,1440944164000,4,1,1,1,0,0,0,False,22,2,55,1.0,1.0,0.5,2.0,1.0,4.0,1.0,1,2.0,2.517246365519946,1824.5
2531,pmur002_gridgraphics,2,1,1,6,1414536269000,11,2,0,2,3,8,8,True,4036,91,334,5.0,,,,,,,2,,,
2532,jangorecki_dtq,4,1,5,0,1427308116000,8,1,1,1,0,3,3,False,241,4,68,0.0,0.0,0.0,2.0,0.5,2.0,0.5,1,2.0,2.8894063091876614,1915.75
2535,jefferis_flycircuit,16,22,14,1,1391159872000,59,2,2,2,1,1,1,False,561,8,658,5.0,7.0,0.4375,8.0,0.5,8.0,0.5,2,2.0,3.255998127305724,1654.3846153846155
2537,robertzk_monadicbase,0,2,0,2,1445121703000,1,1,1,1,0,0,0,False,13698,168,4274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,269.0
2541,ouhscbbmc_wats,0,6,17,7,1362960847000,68,1,1,2,1,1,1,True,1863,29,1282,3.0,4.0,0.4444444444444444,8.0,0.4444444444444444,8.0,0.4444444444444444,2,1.7142857142857142,2.594985148326916,2198.785714285714
2542,henrikbengtsson_matrixstats,4,76,6,1,1402790350000,181,3,15,16,10,31,31,True,1678,45,2945,332.0,2.0,0.13333333333333333,2.0,0.025,2.0,0.025,16,2.0,1.9587429974973944,1733.25
2544,lgatto_proloc,22,47,26,14,1349461468000,384,4,5,6,3,4,4,False,5655,42,2677,2.0,7.0,0.14583333333333334,12.0,0.16666666666666666,15.0,0.17857142857142858,6,3.0454545454545454,2.5868844719478625,2553.0
2548,ropensci_dependencies,1,2,1,2,1396311068000,4,2,3,4,1,7,7,False,134,5,148,1.0,,,,,,,4,1.0,3.3363802559414992,547.0
2551,epurdom_clustercells,4,3,10,4,1448910413000,17,1,3,3,0,1,1,False,1597,16,1090,0.0,0.0,0.0,1.0,0.04166666666666666,1.0,0.04166666666666666,3,2.2222222222222223,3.267557885971843,1915.75
2552,funkhou9_snptools,0,1,2,0,1435808673000,2,2,1,1,0,0,0,True,176,7,136,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.4620573355817874,1636.0
2554,alyssafrazee_ballgown-release,0,1,3,10,1413401217000,88,5,1,1,0,0,0,False,1794,31,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8,3.2328568213557927,1459.5
2561,garyfeng_dfat,0,6,2,1,1442028093000,3,1,1,1,0,1,1,False,33,1,128,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.7873624071331586,2007.0
2563,jjvanderwal_climates,3,8,11,0,1389672239000,24,2,0,1,3,2,2,False,2081,27,1330,4.0,1.0,0.125,0.0,0.0,1.0,0.125,1,2.2222222222222223,4.406620813361432,2899.333333333333
2564,poissonconsulting_datalist,0,2,2,0,1386780694000,15,1,1,1,0,0,0,True,622,17,287,12.0,0.0,0.0,1.0,0.5,1.0,0.5,1,1.5,2.4620573355817874,1769.5
2565,artemklevtsov_rga,9,10,12,0,1439300116000,110,5,15,15,8,12,12,True,955,67,1210,36.0,1.0,0.02,15.0,0.1,15.0,0.09375,15,1.5833333333333333,3.4628998154695543,1385.166666666667
2566,rappster_libr,2,4,1,2,1412505411000,5,1,1,2,0,1,1,False,772,21,666,2.0,1.0,0.5,2.0,0.5,3.0,0.75,2,1.5,5.11266747868453,1135.0
2568,jaak-s_rdea,0,12,5,0,1403220449000,27,2,1,1,2,2,2,True,823,9,375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5,2.280817562012708,2493.6666666666665
2569,hadley_sinartra,1,5,6,0,1272719785000,13,2,3,3,1,13,13,True,183,5,89,9.0,5.0,0.5,5.0,0.3333333333333333,5.0,0.3333333333333333,3,1.5,1.9688163392793607,2576.1666666666665
2570,duncantl_rtesseract,0,1,4,2,1430275922000,7,1,2,2,1,8,8,False,465,10,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.75,1.1564439585892794,2600.25
2572,jcfaria_scottknott,0,4,0,2,1336388167000,13,2,2,2,1,1,1,True,1955,25,206,4.0,,,,,,,2,,,
2573,pbreheny_ncvreg,2,0,3,1,1349789910000,25,1,0,2,4,2,2,True,1423,29,161,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.767007672634271,4106.0
2576,alexkowa_vim,1,2,12,6,1378979956000,51,4,5,5,2,10,10,True,5460,30,3273,65.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5,2.8271184642787093,2810.0
2580,michaelgavin_htn,0,4,4,1,1438099327000,3,2,2,2,0,0,0,False,338,17,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.6470011597038456,2007.0
2583,karthik_randnames,0,2,5,0,1425517619000,6,2,0,2,1,4,4,True,8,1,32,2.0,2.0,0.25,3.0,0.375,5.0,0.4166666666666667,2,1.4,2.608361069059898,1058.0
2584,chiefmurph_mondate,1,1,6,2,1442370873000,5,2,1,1,0,0,0,True,2542,30,687,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.262455692090706,2299.0
2585,dasonk_findpackage,0,3,1,0,1347945828000,4,1,3,3,1,2,2,False,6,2,7,0.0,,,,,,,3,2.0,1.5387858347386172,2372.0
2586,sgibb_maldiquant,3,48,2,2,1349639322000,163,1,2,2,1,12,12,True,2098,81,2567,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.2328568213557927,1459.5
2587,kmiddleton_abd,6,22,11,1,1297811232000,70,2,2,2,0,4,4,True,718,30,3463,2.0,1.0,0.125,1.0,0.125,1.0,0.125,2,2.25,3.2181769604347146,2877.875
2588,gaborcsardi_readline,0,7,1,0,1445641004000,8,1,1,1,0,0,0,False,44,2,39,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,2.4620573355817874,2372.0
2595,datacloning_dcmle,0,1,5,3,1413861216000,11,1,1,1,0,0,0,True,910,6,123,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.6666666666666667,2.8026176811629235,2828.25
2597,smappnyu_smappr,3,4,10,0,1393041070000,12,2,4,4,36,51,51,False,1460,27,1243,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.6666666666666667,2.5689942934722567,2128.6666666666665
2598,irkernel_irdisplay,4,7,1,1,1396315431000,11,2,4,5,5,20,20,False,83,2,74,14.0,2.0,1.0,4.0,0.8,4.0,0.8,5,1.0,0.8574784651527017,862.0
2600,roqua_autovarcore,0,2,7,2,1425417438000,13,1,0,1,0,1,1,True,793,29,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6,2.1612389122032147,2153.0
2610,alshum_rwunderground,1,10,3,0,1434115086000,11,1,1,1,0,13,13,True,1114,17,488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.3333333333333333,2.345440294868264,1398.666666666667
2611,mklau_dtk,0,2,0,0,1385478457000,1,0,1,1,0,0,0,True,127,4,13,2.0,,,,,,,1,,,
2613,cscheid_rgithub,10,50,5,0,1362085069000,48,10,21,22,23,46,46,False,645,12,2171,0.0,4.0,0.1,25.0,0.2840909090909091,25.0,0.2717391304347826,22,1.75,2.4004754136930715,1642.0
2614,girke-lab_drugs,0,4,3,3,1404337257000,7,1,1,1,1,1,1,False,128,2,22,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1,2.0,4.288437393972104,912.0
2617,zatonovo_futile.logger,6,27,4,0,1319303394000,40,9,11,14,9,42,42,True,244,7,536,56.0,3.0,0.16666666666666666,4.0,0.14285714285714285,5.0,0.16666666666666666,14,1.75,2.5997402256265296,1398.666666666667
2628,ggobi_tourr,0,3,8,0,1285953661000,50,3,1,1,2,7,7,True,1837,42,1519,35.0,4.0,0.3333333333333333,3.0,0.75,4.0,0.3333333333333333,1,2.2857142857142856,1.265779011838296,3184.857142857143
2632,djalmapessoa_convey,20,14,5,0,1437657154000,13,2,2,2,0,1,1,False,1311,13,1007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,5.243100071625802,1897.6
